V1	avg
Sc0000000:1048327	0.00941630883284755
Sc0000000:1226727	0.0158362481622307
Sc0000000:1299384	0.0113088814805425
Sc0000000:1299386	0.0132055051977688
Sc0000000:1427778	0.0404983586915177
Sc0000000:1435531	0.0302128686279483
Sc0000000:1440635	0.0129118287888396
Sc0000000:1516155	0.0248111566463724
Sc0000000:155902	0.0128819448659585
Sc0000000:162506	0.0105433189578854
Sc0000000:1626870	0.0169680032982367
Sc0000000:179475	0.041645976853023
Sc0000000:229145	0.010091082226439
Sc0000000:359970	0.0102627837803644
Sc0000000:462557	0.0136652749588764
Sc0000000:509536	0.00972988509238168
Sc0000000:509541	0.0120817725604354
Sc0000000:555497	0.0328678251898734
Sc0000000:564269	0.0402987465501962
Sc0000000:565510	0.0420223369207394
Sc0000000:607876	0.00838836469545397
Sc0000000:607879	0.00826278064842959
Sc0000000:610704	0.0156894699176694
Sc0000000:795643	0.00867778832024322
Sc0000000:811094	0.037625163689345
Sc0000000:881105	0.0118211640902179
Sc0000001:1045338	0.00868263175976587
Sc0000001:1110444	0.0149645685925172
Sc0000001:1275433	0.0116577109583811
Sc0000001:1343664	0.0176136985743381
Sc0000001:1362558	0.0186361475493316
Sc0000001:1420841	0.0113100685001273
Sc0000001:1459636	0.0125919977078823
Sc0000001:1487293	0.0124938782475802
Sc0000001:1504455	0.0142246591517004
Sc0000001:1561174	0.0109250303184713
Sc0000001:1590170	0.010488095935788
Sc0000001:1590175	0.00758403096330275
Sc0000001:161814	0.028372559756407
Sc0000001:161830	0.0103846071564522
Sc0000001:1638026	0.00828483382184274
Sc0000001:1682407	0.009479381978078
Sc0000001:1738843	0.00766597743785851
Sc0000001:1738849	0.0105274954105048
Sc0000001:1763260	0.00809225372944027
Sc0000001:1763269	0.00845220798265748
Sc0000001:186538	0.0109560970812183
Sc0000001:207595	0.0103853440791979
Sc0000001:236485	0.00938816704747398
Sc0000001:247788	0.00909382493335026
Sc0000001:247799	0.00926573108176739
Sc0000001:309619	0.0112348631111111
Sc0000001:372561	0.0140739678689357
Sc0000001:373060	0.0104028850501715
Sc0000001:374629	0.00775470922256098
Sc0000001:419864	0.0140491748189557
Sc0000001:491630	0.00987356289707751
Sc0000001:491642	0.00974775778370822
Sc0000001:605766	0.0113300678698526
Sc0000001:622363	0.0108237218761917
Sc0000001:705745	0.0102653526570048
Sc0000001:705753	0.0169618643356643
Sc0000001:710921	0.0127021847660224
Sc0000001:710932	0.0126921907668829
Sc0000001:835742	0.0074315490969219
Sc0000001:899799	0.0139714012212187
Sc0000001:949184	0.00950343396946565
Sc0000002:1010699	0.0126676077453988
Sc0000002:1108789	0.0106944075162981
Sc0000002:122555	0.0107794954069916
Sc0000002:122569	0.0106532693632768
Sc0000002:1272117	0.00914522475070314
Sc0000002:1272128	0.00900783557089886
Sc0000002:1338580	0.00946025818414322
Sc0000002:140589	0.00875637608473711
Sc0000002:140592	0.00862986445437141
Sc0000002:1526194	0.0106941188131475
Sc0000002:1531831	0.00894963123561013
Sc0000002:1531832	0.00882284303441218
Sc0000002:1538992	0.0105070946775844
Sc0000002:1539007	0.00911111068458093
Sc0000002:1597794	0.0114419288456616
Sc0000002:1597797	0.011555360296941
Sc0000002:1633197	0.00681255376344086
Sc0000002:1672901	0.00859435475611318
Sc0000002:168150	0.00765333278018892
Sc0000002:1757031	0.00744526798975672
Sc0000002:17841	0.0226341318709348
Sc0000002:192811	0.00915779662964381
Sc0000002:205662	0.0103581788815117
Sc0000002:217336	0.0193420205593155
Sc0000002:222854	0.0106579989782886
Sc0000002:222857	0.00772334589347299
Sc0000002:25380	0.0183507697704082
Sc0000002:257240	0.0118352835973429
Sc0000002:423854	0.015996004982752
Sc0000002:636400	0.0400985613340148
Sc0000002:85568	0.0140350515371859
Sc0000002:882261	0.0219045120766773
Sc0000003:101989	0.020137466367713
Sc0000003:1073628	0.0115172480719794
Sc0000003:1073642	0.00963875253888675
Sc0000003:1074600	0.00898901041398817
Sc0000003:1078218	0.0137562835283528
Sc0000003:1109096	0.0102037858796296
Sc0000003:1109118	0.0100758807717042
Sc0000003:113152	0.00970393939005638
Sc0000003:1147163	0.0110882974015951
Sc0000003:1159871	0.0203321213173807
Sc0000003:1171988	0.0226184801852805
Sc0000003:1172489	0.00967315133187492
Sc0000003:1236295	0.00836966357786358
Sc0000003:1236296	0.019850458488866
Sc0000003:1309133	0.00829770996395469
Sc0000003:1391191	0.0347620534311832
Sc0000003:1434359	0.0105586628895184
Sc0000003:1466120	0.0202597220862846
Sc0000003:1552030	0.0111523646316332
Sc0000003:1552052	0.01102362643308
Sc0000003:1585541	0.00971509842824014
Sc0000003:1642172	0.017593768457673
Sc0000003:1644771	0.0538187087628866
Sc0000003:1680623	0.0308003506895218
Sc0000003:199041	0.0185272738690247
Sc0000003:213242	0.0104020230710074
Sc0000003:336921	0.0337450555057044
Sc0000003:34501	0.013697250096043
Sc0000003:34508	0.0127554964139344
Sc0000003:356950	0.030948515
Sc0000003:367397	0.0110249953840236
Sc0000003:380751	0.0313724503718902
Sc0000003:396257	0.0121507868410927
Sc0000003:412751	0.0131290234735762
Sc0000003:421046	0.0101270749198204
Sc0000003:453481	0.00697951488324352
Sc0000003:529580	0.0110485341973566
Sc0000003:576179	0.0225457539784394
Sc0000003:576181	0.0134791368245411
Sc0000003:609117	0.0119600949935815
Sc0000003:635094	0.0251432733341892
Sc0000003:635106	0.0469176579352851
Sc0000003:74468	0.0117947012937108
Sc0000003:747343	0.00868898137922178
Sc0000003:785933	0.0346257066529669
Sc0000003:808878	0.0070517185613359
Sc0000003:809117	0.0129473967112025
Sc0000003:851069	0.0237532854940254
Sc0000003:851091	0.0236278406579286
Sc0000003:90231	0.0120583045093518
Sc0000003:937922	0.0154592336460609
Sc0000004:1035800	0.0138493082590151
Sc0000004:1082714	0.00784018536711479
Sc0000004:1130305	0.0136775115707822
Sc0000004:1165502	0.00990010628394104
Sc0000004:1182385	0.0129082494504073
Sc0000004:1187904	0.00921167860838075
Sc0000004:1219367	0.00799840227654896
Sc0000004:1239221	0.015472697542044
Sc0000004:1266546	0.0203464668133006
Sc0000004:1266552	0.0111284007505176
Sc0000004:1266559	0.00917301501229455
Sc0000004:13661	0.00868331992781645
Sc0000004:1458916	0.0101638932177064
Sc0000004:1458921	0.0101004402588997
Sc0000004:1500421	0.0101033214655619
Sc0000004:1504988	0.00935111433380811
Sc0000004:188901	0.00786754842037395
Sc0000004:195525	0.0273959717565128
Sc0000004:240626	0.0121812055978331
Sc0000004:240628	0.0136526679566563
Sc0000004:245120	0.007975872016514
Sc0000004:272261	0.00838360516129032
Sc0000004:272288	0.0158229602529359
Sc0000004:281443	0.0159571565565307
Sc0000004:281446	0.010002492577772
Sc0000004:31614	0.0102686422586051
Sc0000004:39229	0.0090134482980918
Sc0000004:563024	0.0115687257939582
Sc0000004:563033	0.0264956325371207
Sc0000004:565915	0.0265968219266529
Sc0000004:618199	0.0167587960738732
Sc0000004:678770	0.0126722699560837
Sc0000004:808425	0.00827852758041597
Sc0000004:862614	0.0236067757105943
Sc0000004:862630	0.00996196213981134
Sc0000004:914840	0.0106236209614888
Sc0000005:1116504	0.0122811438409563
Sc0000005:1169186	0.0165033567251462
Sc0000005:1215984	0.0140130879906421
Sc0000005:1216006	0.0176717088262056
Sc0000005:1216009	0.00918788351534061
Sc0000005:1285412	0.014764150435574
Sc0000005:1285440	0.015486577503251
Sc0000005:1336705	0.00820887137469112
Sc0000005:145445	0.0312024010625891
Sc0000005:261843	0.0119726417833074
Sc0000005:261849	0.0118495591704472
Sc0000005:295392	0.0187342556390977
Sc0000005:316061	0.0141057313626345
Sc0000005:376792	0.029952013096473
Sc0000005:393106	0.0153579703021657
Sc0000005:393107	0.00948645693904021
Sc0000005:393117	0.00990584498637956
Sc0000005:393126	0.0109687852880125
Sc0000005:409035	0.0231961536265732
Sc0000005:409057	0.00986289865040228
Sc0000005:46175	0.00973662341362341
Sc0000005:621503	0.0291601975340688
Sc0000005:64731	0.0107155926693434
Sc0000005:82550	0.0304067911917098
Sc0000005:82581	0.0117414117113616
Sc0000005:82584	0.00819911350090697
Sc0000005:894207	0.00893540199896158
Sc0000005:902399	0.01465472543165
Sc0000005:953660	0.025072165281745
Sc0000005:953662	0.00865858485910921
Sc0000005:960384	0.00965771207792208
Sc0000005:960386	0.00952904455124042
Sc0000005:979432	0.0147499421927773
Sc0000005:999805	0.011180648434455
Sc0000006:1034179	0.0275003783748533
Sc0000006:1121411	0.0431178255935299
Sc0000006:1167828	0.00989527058056099
Sc0000006:1167832	0.0135496089509395
Sc0000006:1175628	0.00801722145373874
Sc0000006:1197778	0.0107060348472984
Sc0000006:1206265	0.010971602271244
Sc0000006:135980	0.020049849726776
