V1	avg
chr10:100281	0.0225722740434333
chr10:100989	0.0417989653937947
chr10:101058	0.035103038030074
chr10:101072	0.0142199071451305
chr10:101394	0.0101461041616933
chr10:101404	0.00884573889861531
chr10:10150	0.0110911634178288
chr10:10151	0.00910306603482817
chr10:101767	0.0598466692399523
chr10:101885	0.0125564216014008
chr10:101941	0.0122214730557988
chr10:102163	0.0271312556917688
chr10:102693	0.0131041328715867
chr10:10306	0.0128449973029206
chr10:1036	0.0517385552995392
chr10:103906	0.00897254546178344
chr10:1040	0.0207670905599508
chr10:104704	0.0137717136714707
chr10:104715	0.0147068855709508
chr10:10484	0.0103975120221948
chr10:104945	0.00858042231424703
chr10:10514	0.00998638219653179
chr10:105362	0.0112596554635234
chr10:105366	0.0224759475109518
chr10:105378	0.0138660408634698
chr10:105406	0.0125902115032263
chr10:105408	0.013464787444232
chr10:105497	0.0243412960720261
chr10:105584	0.0215182966533865
chr10:105734	0.0284942083034505
chr10:105744	0.0416002183614919
chr10:106184	0.0112658559815095
chr10:106269	0.0217437584090547
chr10:106562	0.0328277286568354
chr10:106701	0.0467311466039541
chr10:106787	0.0103559081559436
chr10:106974	0.0116868709137299
chr10:107001	0.0110656590383542
chr10:107026	0.011845864354067
chr10:107028	0.0114132028869926
chr10:107441	0.0104593759770298
chr10:107501	0.0199384075137593
chr10:107759	0.0112911906509253
chr10:108259	0.0413671056242521
chr10:108285	0.0135396493537578
chr10:108327	0.0102612768690657
chr10:108509	0.0166226223268433
chr10:108513	0.00833837570824356
chr10:109461	0.0489020547486034
chr10:109513	0.0095674042621119
chr10:109542	0.0147903485791826
chr10:109942	0.0111475012373274
chr10:110185	0.0109119778061632
chr10:110297	0.00905022147704591
chr10:110301	0.0146533408655382
chr10:110524	0.0104693642897069
chr10:110539	0.0134393112122664
chr10:110815	0.0174698311636451
chr10:110833	0.0182516308306709
chr10:110839	0.01817314785526
chr10:110840	0.0117970750119827
chr10:111006	0.0189701818327075
chr10:111375	0.0156411957494407
chr10:111379	0.0156580424290851
chr10:111467	0.0150358931596612
chr10:111517	0.0231233210261328
chr10:111521	0.0219925051950128
chr10:111663	0.0139924582367517
chr10:111678	0.0239933764188649
chr10:111801	0.00958050195858982
chr10:112105	0.0262664000639591
chr10:112158	0.0948113054289598
chr10:112318	0.0285160313449544
chr10:112436	0.0137271783286685
chr10:112437	0.0758096730646193
chr10:112721	0.0407429137806926
chr10:112732	0.00837121500559911
chr10:112746	0.0406098034557235
chr10:112864	0.01669507128
chr10:113158	0.0108372962637011
chr10:113467	0.00943665746519443
chr10:113536	0.0128187155317276
chr10:113743	0.00949886083546735
chr10:113788	0.0130973867146859
chr10:113912	0.0165792923803426
chr10:114053	0.0608065046025774
chr10:114151	0.0227691169548511
chr10:114424	0.0284496587943319
chr10:114443	0.00894104259407526
chr10:115029	0.0331331996957322
chr10:115032	0.0421440446028187
chr10:11505	0.029799543625713
chr10:115387	0.0283941521582446
chr10:115459	0.0131669156655454
chr10:115530	0.0101207162194634
chr10:115542	0.0288856523550144
chr10:115559	0.019330017063206
chr10:116133	0.0131043555519949
chr10:11627	0.0349687056964465
chr10:11656	0.0126979209836571
chr10:117925	0.0144097301498277
chr10:118194	0.00964701490384615
chr10:118370	0.0101434811282955
chr10:118389	0.0100586382433082
chr10:118855	0.0392850412759477
chr10:118950	0.00876113562039115
chr10:119093	0.0603204081763527
chr10:119129	0.00842618237934905
chr10:119160	0.0116557610037681
chr10:119227	0.0106724823604875
chr10:119235	0.0301385004410232
chr10:12027	0.0102278936859147
chr10:120277	0.0166326060144346
chr10:120283	0.00920517250781939
chr10:120301	0.0185785045717036
chr10:120303	0.0232216785112698
chr10:120330	0.00943492266966148
chr10:120493	0.0362138156438026
chr10:120518	0.0128765874518614
chr10:120538	0.00946490876995908
chr10:120545	0.0606732993901461
chr10:120564	0.0180253889735976
chr10:12058	0.0081919101002313
chr10:121319	0.0127194271268058
chr10:121454	0.0115211239264789
chr10:121463	0.0107650736875903
chr10:12160	0.0126818084663428
chr10:121664	0.0101877502608975
chr10:122013	0.0179182932723186
chr10:122361	0.00915885724608591
chr10:123127	0.0126252239441143
chr10:123154	0.0157048054284108
chr10:12341	0.0166197097470697
chr10:1235	0.0128635545398679
chr10:123730	0.00876005324445872
chr10:123822	0.0206435906352903
chr10:123825	0.025855135502008
chr10:124136	0.0195874206763595
chr10:124165	0.0578979635282776
chr10:124193	0.0573941864706355
chr10:124195	0.00893787273019444
chr10:124198	0.0088603239051828
chr10:124334	0.0106637216329155
chr10:124339	0.0106089967853412
chr10:124513	0.0235124651181482
chr10:124520	0.0451045460172012
chr10:125949	0.0156556124598071
chr10:126109	0.00833279668783664
chr10:126252	0.0116282593664576
chr10:126440	0.00913136190399614
chr10:126503	0.0113799217594082
chr10:126761	0.027368500924809
chr10:126796	0.0100829139456329
chr10:126804	0.0159632635727499
chr10:127013	0.0104440315315315
chr10:127016	0.00924988874587724
chr10:127020	0.00869734698310539
chr10:127041	0.013373057365838
chr10:127084	0.0107163579015127
chr10:12750	0.0178312976016041
chr10:127528	0.00811984871650439
chr10:127738	0.0633663181232899
chr10:128720	0.0110257687726358
chr10:128855	0.0232908630070831
chr10:128921	0.0118315605731305
chr10:128922	0.0086018390758332
chr10:128950	0.0119016363416794
chr10:12919	0.0104505725744254
chr10:129342	0.0392627702898551
chr10:129366	0.0188622107255012
chr10:12950	0.020414759892017
chr10:129531	0.0275010360766629
chr10:129554	0.0114551319159217
chr10:129559	0.0113635837628866
chr10:12956	0.019546117016353
chr10:129736	0.0482519458719291
chr10:129743	0.0124699262928951
chr10:129761	0.0210238158382341
chr10:129846	0.0490180825008057
